Timestamp,Close,High,Low,Open,Volume
2020-01-01 00:00:00,0.9092974268256817,0.1411200080598672,-0.9589242746631385,-0.5365729180004349,110137890
2020-01-01 01:00:00,0.8965814948093411,0.111755396965456,-0.9501080109514144,-0.5113605941384659,101906742
2020-01-01 02:00:00,0.8830798953375673,0.08229285547779765,-0.9404591749106018,-0.4857001689280607,107617387
2020-01-01 03:00:00,0.8688044597579427,0.05275820139497879,-0.9299862217413758,-0.45961412840211036,104515837
2020-01-01 04:00:00,0.853767697524669,0.023177315706797562,-0.9186983288119009,-0.4331253315569274,137896929
2020-01-01 05:00:00,0.8379827852366274,-0.006423880084548359,-0.9066053876157741,-0.4062569903210805,110101798
2020-01-01 06:00:00,0.8214635550908279,-0.03601944667927439,-0.8937179951041853,-0.3790326492149631,136286034
2020-01-01 07:00:00,0.804224482761361,-0.06558344971041757,-0.8800474443998905,-0.3514761647189153,110060616
2020-01-01 08:00:00,0.786280674714476,-0.09508998246992251,-0.8656057149011357,-0.32361168436797044,103397033
2020-01-01 09:00:00,0.7676478549709012,-0.12451318861049,-0.8504054617842022,-0.29546362559155304,113638820
2020-01-01 10:00:00,0.7483423513270056,-0.15382728480329497,-0.8344600049137731,-0.2670566543166767,138163223
2020-01-01 11:00:00,0.7283810810468767,-0.18300658333171885,-0.817783317170839,-0.23841566335338585,120874088
2020-01-01 12:00:00,0.7077815360378527,-0.21202551460129768,-0.800390012208369,-0.20956575058137464,108589212
2020-01-01 13:00:00,0.6865617675224984,-0.24085864954616074,-0.7822953316454807,-0.18053219695690503,122747792
2020-01-01 14:00:00,0.6647403702204582,-0.2694807219123251,-0.7635151317113255,-0.1513404443593029,135701234
2020-01-01 15:00:00,0.6423364660540465,-0.29786665039831905,-0.7440658693503976,-0.12201607329643875,103677104
2020-01-01 16:00:00,0.6193696873918546,-0.3259915606337338,-0.723964587801441,-0.09258478048872243,137961091
2020-01-01 17:00:00,0.5958601598450572,-0.3538308069764421,-0.7032289016625897,-0.06307235635126135,111626133
2020-01-01 18:00:00,0.5718284846314947,-0.3813599941093847,-0.6818769814558314,-0.03350466239392204,116468319
2020-01-01 19:00:00,0.5472957205229843,-0.4085549984179989,-0.6599275377043197,-0.0039076085590918535,119425186
2020-01-01 20:00:00,0.522283365391681,-0.4353919891295559,-0.6373998045364857,0.02569286948300742,109281984
2020-01-01 21:00:00,0.4968133373716575,-0.4618474491958834,-0.6143135228313207,0.05527083306155112,109315316
2020-01-01 22:00:00,0.47090795565221255,-0.4878981959011736,-0.5906889229195952,0.08480036323496548,120315186
2020-01-01 23:00:00,0.444589920919737,-0.5135214011768188,-0.566546706856176,0.11425558350349295,107816546
2020-01-02 00:00:00,0.4178822954652774,-0.5386946116054713,-0.5419080302789757,0.14361068248457304,138227691
2020-01-02 01:00:00,0.3908084829752281,-0.5633957680968007,-0.5167944838704293,0.17283993653116148,112661158
2020-01-02 02:00:00,0.36339220802286104,-0.5876032252177048,-0.4912280744377461,0.20191773227316046,137419508
2020-01-02 03:00:00,0.3356574952786653,-0.6112957701600351,-0.46523120562851394,0.2308185890622139,116393344
2020-01-02 04:00:00,0.30762864845771304,-0.6344526413292179,-0.4388266582985557,0.2595171813002068,104573997
2020-01-02 05:00:00,0.27933022902250165,-0.6570535465374792,-0.41203757054924045,0.28798836063189537,116235586
2020-01-02 06:00:00,0.2507870346599331,-0.6790786807857327,-0.38488741745174376,0.316207177982213,125785187
2020-01-02 07:00:00,0.22202407755129222,-0.7005087436185482,-0.35739999047602383,0.34414890541894966,128581166
2020-01-02 08:00:00,0.19306656245426487,-0.721324956036991,-0.3295993766425393,0.37178905782165145,113590954
2020-01-02 09:00:00,0.16393986461620297,-0.7415090769545148,-0.3015099374149792,0.3991034143377465,125079274
2020-01-02 10:00:00,0.1346695075379908,-0.7610434191814854,-0.27315628735249997,0.4260680396070877,119110821
2020-01-02 11:00:00,0.10528114060799791,-0.7799108649243282,-0.2445632725401767,0.45265930473632177,107783219
2020-01-02 12:00:00,0.07580051662571753,-0.7980948807857184,-0.2157559488165704,0.47885390800470906,101225914
2020-01-02 13:00:00,0.046253469234787035,-0.8155795322526712,-0.1867595598174898,0.5046288952832456,117291575
2020-01-02 14:00:00,0.016665890285164946,-0.8323494976598312,-0.1575995148551876,0.5299616801491858,124067985
2020-01-02 15:00:00,-0.012936292855697622,-0.8483900816157305,-0.12830136665237618,0.5548300636783479,121286498
2020-01-02 16:00:00,-0.04252714002280932,-0.8636872278802467,-0.09889078895057334,0.5792122538978631,122912258
2020-01-02 17:00:00,-0.07208072098480524,-0.8782275316819778,-0.06939355401240059,0.603086884882317,133286008
