date,Open,High,Low,OT,Volume
1983-01-11,0.005579999999999988,0.0022320000000000118,0.006695999999999994,0.0016740000000000088,-273952000.0
1983-01-12,0.0033480000000000176,0.008928999999999992,0.0033480000000000176,0.0072550000000000114,175593600.0
1983-01-13,0.005581000000000003,-0.0022320000000000118,0.003348999999999991,0.0,-94707200.0
1983-01-14,0.0005580000000000029,0.00892800000000002,0.0027900000000000147,0.010043999999999997,102368000.0
1983-01-17,0.009485999999999994,0.007254999999999984,0.008369999999999989,0.005023,50220800.0
1983-01-18,0.005023,0.0011160000000000059,-0.0011160000000000059,-0.0033480000000000176,-15075200.0
1983-01-19,-0.0033480000000000176,-0.003905999999999993,0.003348999999999991,0.0011160000000000059,-50131200.0
1983-01-20,0.0011160000000000059,0.015066999999999997,0.0016740000000000088,0.016741000000000006,538182400.0
1983-01-21,0.016741000000000006,0.0072540000000000104,0.015066999999999997,0.0,-305244800.0
1983-01-24,0.0,-0.0072540000000000104,-0.010603000000000001,-0.009486999999999995,-87180800.0
1983-01-25,-0.009486999999999995,0.0005580000000000029,0.0016740000000000088,0.0061380000000000046,-148377600.0
1983-01-26,0.007812999999999987,0.004463999999999996,0.008928999999999992,0.006696999999999981,36176000.0
1983-01-27,0.005021999999999999,0.011161000000000004,0.004463999999999996,0.011719000000000007,-98896000.0
1983-01-28,0.011719000000000007,0.004463999999999996,0.011161000000000004,0.0011160000000000059,293417600.0
1983-01-31,0.0011160000000000059,-0.0016740000000000088,-0.001674999999999982,-0.0005580000000000029,-209731200.0
1983-02-01,-0.0005580000000000029,0.0005580000000000029,0.0005589999999999762,0.003905999999999993,22960000.0
1983-02-02,0.003905999999999993,0.008928999999999992,0.0039060000000000206,0.005021999999999999,56089600.0
1983-02-03,0.005021999999999999,0.0044640000000000235,0.0061380000000000046,0.007813000000000014,-14515200.0
1983-02-04,0.007813000000000014,0.002789999999999987,0.006138999999999978,-0.0027900000000000147,-38192000.0
1983-02-07,-0.0027900000000000147,-0.00334799999999999,-0.010603000000000001,-0.007812999999999987,-71433600.0
1983-02-08,-0.007812999999999987,-0.007813000000000014,-0.0005579999999999752,-0.0016740000000000088,25200000.0
1983-02-09,-0.0016740000000000088,-0.001673999999999981,-0.0027900000000000147,0.0016740000000000088,12700800.0
1983-02-10,0.0016740000000000088,0.012276999999999982,0.0066960000000000075,0.012276999999999982,55910400.0
1983-02-11,0.013950999999999991,0.008928999999999992,0.013950999999999991,0.0066960000000000075,-33174400.0
1983-02-14,0.005021999999999999,-0.003348999999999991,-0.0011160000000000059,-0.0011160000000000059,-77369600.0
1983-02-15,-0.0011160000000000059,0.0005580000000000029,-0.0011159999999999781,-0.003905999999999993,-10998400.0
1983-02-16,-0.003905999999999993,-0.005580000000000002,-0.0027900000000000147,-0.003905999999999993,1388800.0
1983-02-17,-0.003905999999999993,-0.003905999999999993,-0.0072550000000000114,-0.0022320000000000118,19600000.0
1983-02-18,-0.0022320000000000118,0.0061380000000000046,0.0039060000000000206,0.0061380000000000046,-21280000.0
1983-02-22,0.0072540000000000104,0.00837099999999999,0.009486999999999995,0.005021999999999999,81894400.0
1983-02-23,0.003905999999999993,-0.002790999999999988,0.002231999999999984,0.0016740000000000088,-88748800.0
1983-02-24,0.003348999999999991,0.005581000000000003,0.005023,0.005581000000000003,7459200.0
1983-02-25,0.0039060000000000206,0.0011159999999999781,-0.003348999999999991,-0.0061390000000000056,-806400.0
1983-02-28,-0.0061390000000000056,-0.007812999999999987,-0.004463999999999996,-0.005021999999999999,17606400.0
1983-03-01,-0.005021999999999999,-0.0011160000000000059,0.0,0.00334799999999999,7974400.0
1983-03-02,0.00334799999999999,0.0016740000000000088,0.00334799999999999,0.0016740000000000088,-34316800.0
1983-03-03,0.0016740000000000088,0.0011169999999999791,-0.005021999999999999,-0.0066960000000000075,25580800.0
1983-03-04,-0.0066960000000000075,-0.00837099999999999,-0.00837099999999999,-0.002789999999999987,20272000.0
1983-03-07,-0.002789999999999987,-0.002789999999999987,-0.00334799999999999,-0.0039060000000000206,873600.0
1983-03-08,-0.005023,-0.005581000000000003,-0.0033480000000000176,-0.006138999999999978,67961600.0
1983-03-09,-0.005021999999999999,0.0005580000000000029,-0.0005580000000000029,0.005580000000000002,-21302400.0
1983-03-10,0.005580000000000002,0.002232999999999985,0.004463999999999996,-0.0027900000000000147,-86732800.0
